"","state","year","date","overall_max","so_max","gi_max","so_marriage_max","so_relationships_max","so_adoption_max","so_discrimination_max","so_religion_max","so_youth_max","so_health_safety_max","so_healthcare_max","so_crime_max","so_identity_max","gi_marriage_max","gi_relationships_max","gi_adoption_max","gi_discrimination_max","gi_religion_max","gi_youth_max","gi_health_safety_max","gi_healthcare_max","gi_crime_max","gi_identity_max","all_marriage_max","all_relationships_max","all_adoption_max","all_discrimination_max","all_religion_max","all_youth_max","all_health_safety_max","all_healthcare_max","all_crime_max","all_identity_max","overall","so","gi","so_marriage","so_relationships","so_adoption","so_discrimination","so_religion","so_youth","so_health_safety","so_healthcare","so_crime","so_identity","gi_marriage","gi_relationships","gi_adoption","gi_discrimination","gi_religion","gi_youth","gi_health_safety","gi_healthcare","gi_crime","gi_identity","all_marriage","all_relationships","all_adoption","all_discrimination","all_religion","all_youth","all_health_safety","all_healthcare","all_crime","all_identity","so_theme1_relationships_max","so_theme2_nondisc_max","so_theme3_identity_max","so_theme4_youth_max","so_theme5_healthcrim_max","gi_theme1_relationships_max","gi_theme2_nondisc_max","gi_theme3_identity_max","gi_theme4_youth_max","gi_theme5_healthcrim_max","theme1_relationships_max","theme2_nondisc_max","theme3_identity_max","theme4_youth_max","theme5_healthcrim_max","so_theme1_relationships","so_theme2_nondisc","so_theme3_identity","so_theme4_youth","so_theme5_healthcrim","gi_theme1_relationships","gi_theme2_nondisc","gi_theme3_identity","gi_theme4_youth","gi_theme5_healthcrim","theme1_relationships","theme2_nondisc","theme3_identity","theme4_youth","theme5_healthcrim","so_theme1_relationships_ord","so_theme2_nondisc_ord","so_theme3_identity_ord","so_theme4_youth_ord","so_theme5_healthcrim_ord","gi_theme1_relationships_ord","gi_theme2_nondisc_ord","gi_theme3_identity_ord","gi_theme4_youth_ord","gi_theme5_healthcrim_ord","theme1_relationships_ord","theme2_nondisc_ord","theme3_identity_ord","theme4_youth_ord","theme5_healthcrim_ord","overall_ord","so_ord","gi_ord","Region"
"145","Tennessee",2019,"2019-01-16T00:00:00Z",35,17.75,17.25,1,7,0,4.5,-1.25,3.5,3,0,0,0,0,2,0,4.5,-0.75,3.5,5,0,0,3,1,9,0,9,-2,7,8,0,0,3,-1.5,2.25,-3.75,1,1.5,0,-0.5,-0.5,0.25,0.5,0,0,0,0,0,0,-0.5,-0.5,0.25,-2,0,0,-1,1,1.5,0,-1,-1,0.5,-1.5,0,0,-1,8,3.25,0,3.5,3,2,3.75,3,3.5,5,10,7,3,7,8,2.5,-1,0,0.25,0.5,0,-1,-1,0.25,-2,2.5,-2,-1,0.5,-1.5,"Fair","Negative",NA,"Low","Low","Low","Negative","Negative","Low","Negative","Fair","Negative","Negative","Low","Negative","Negative","Low","Negative","South"
"146","Texas",2019,"2019-01-16T00:00:00Z",35,17.75,17.25,1,7,0,4.5,-1.25,3.5,3,0,0,0,0,2,0,4.5,-0.75,3.5,5,0,0,3,1,9,0,9,-2,7,8,0,0,3,2.5,2.75,-0.25,1,0.5,0,0.5,-0.5,-0.5,1.75,0,0,0,0,0,0,0.5,-0.5,-0.5,0.25,0,0,0,1,0.5,0,1,-1,-1,2,0,0,0,8,3.25,0,3.5,3,2,3.75,3,3.5,5,10,7,3,7,8,1.5,0,0,-0.5,1.75,0,0,0,-0.5,0.25,1.5,0,0,-1,2,"Low","Low",NA,"Negative","Medium","Low","Low","Low","Negative","Low","Low","Low","Low","Negative","Fair","Low","Low","Negative","South"
"147","Utah",2019,"2019-01-16T00:00:00Z",35,17.75,17.25,1,7,0,4.5,-1.25,3.5,3,0,0,0,0,2,0,4.5,-0.75,3.5,5,0,0,3,1,9,0,9,-2,7,8,0,0,3,7.75,4.25,3.5,1,0,0,2.5,0,0.75,0,0,0,0,0,0,0,2.5,0,0.25,0,0,0,0.75,1,0,0,5,0,1,0,0,0,0.75,8,3.25,0,3.5,3,2,3.75,3,3.5,5,10,7,3,7,8,1,2.5,0,0.75,0,0,2.5,0.75,0.25,0,1,5,0.75,1,0,"Low","High",NA,"Low","Low","Low","Medium","Fair","Low","Low","Low","Medium","Fair","Low","Low","Low","Low","Low","West"
"148","Vermont",2019,"2019-01-16T00:00:00Z",35,17.75,17.25,1,7,0,4.5,-1.25,3.5,3,0,0,0,0,2,0,4.5,-0.75,3.5,5,0,0,3,1,9,0,9,-2,7,8,0,0,3,27.25,13.75,13.5,1,2.5,0,4.5,0,3.25,2.5,0,0,0,0,0,0,4.5,0,3.25,4,0,0,1.75,1,2.5,0,9,0,6.5,6.5,0,0,1.75,8,3.25,0,3.5,3,2,3.75,3,3.5,5,10,7,3,7,8,3.5,4.5,0,3.25,2.5,0,4.5,1.75,3.25,4,3.5,9,1.75,6.5,6.5,"Fair","High",NA,"High","High","Low","High","Medium","High","High","Fair","High","Medium","High","High","High","High","High","Northeast"
"149","Virginia",2019,"2019-01-16T00:00:00Z",35,17.75,17.25,1,7,0,4.5,-1.25,3.5,3,0,0,0,0,2,0,4.5,-0.75,3.5,5,0,0,3,1,9,0,9,-2,7,8,0,0,3,1.75,1,0.75,1,0,0,0.5,-0.5,0,0,0,0,0,0,0,0,0.5,-0.5,0,0,0,0,0.75,1,0,0,1,-1,0,0,0,0,0.75,8,3.25,0,3.5,3,2,3.75,3,3.5,5,10,7,3,7,8,1,0,0,0,0,0,0,0.75,0,0,1,0,0.75,0,0,"Low","Low",NA,"Low","Low","Low","Low","Fair","Low","Low","Low","Low","Fair","Low","Low","Low","Low","Low","South"
"150","Washington",2019,"2019-01-16T00:00:00Z",35,17.75,17.25,1,7,0,4.5,-1.25,3.5,3,0,0,0,0,2,0,4.5,-0.75,3.5,5,0,0,3,1,9,0,9,-2,7,8,0,0,3,29.25,14.25,15,1,3.5,0,4.5,0,3.25,2,0,0,0,0,0,0,4.5,0,3.25,4.5,0,0,2.75,1,3.5,0,9,0,6.5,6.5,0,0,2.75,8,3.25,0,3.5,3,2,3.75,3,3.5,5,10,7,3,7,8,4.5,4.5,0,3.25,2,0,4.5,2.75,3.25,4.5,4.5,9,2.75,6.5,6.5,"Medium","High",NA,"High","Medium","Low","High","High","High","High","Fair","High","High","High","High","High","High","High","West"
"151","West Virginia",2019,"2019-01-16T00:00:00Z",35,17.75,17.25,1,7,0,4.5,-1.25,3.5,3,0,0,0,0,2,0,4.5,-0.75,3.5,5,0,0,3,1,9,0,9,-2,7,8,0,0,3,3.5,4,-0.5,1,1.5,0,0,0,1,0.5,0,0,0,0,0,0,0,0,0,-0.5,0,0,0,1,1.5,0,0,0,1,0,0,0,0,8,3.25,0,3.5,3,2,3.75,3,3.5,5,10,7,3,7,8,2.5,0,0,1,0.5,0,0,0,0,-0.5,2.5,0,0,1,0,"Fair","Low",NA,"Fair","Low","Low","Low","Low","Low","Negative","Fair","Low","Low","Low","Low","Low","Low","Negative","South"
"152","Wisconsin",2019,"2019-01-16T00:00:00Z",35,17.75,17.25,1,7,0,4.5,-1.25,3.5,3,0,0,0,0,2,0,4.5,-0.75,3.5,5,0,0,3,1,9,0,9,-2,7,8,0,0,3,10,10.75,-0.75,1,4,0,3.5,0,1.25,1,0,0,0,0,0,0,0.5,0,0,-0.5,0,0,-0.75,1,4,0,4,0,1.25,0.5,0,0,-0.75,8,3.25,0,3.5,3,2,3.75,3,3.5,5,10,7,3,7,8,5,3.5,0,1.25,1,0,0.5,-0.75,0,-0.5,5,4,-0.75,1.25,0.5,"Medium","High",NA,"Fair","Fair","Low","Low","Negative","Low","Negative","Medium","Medium","Negative","Low","Low","Fair","Medium","Negative","Midwest"
"153","Wyoming",2019,"2019-01-16T00:00:00Z",35,17.75,17.25,1,7,0,4.5,-1.25,3.5,3,0,0,0,0,2,0,4.5,-0.75,3.5,5,0,0,3,1,9,0,9,-2,7,8,0,0,3,0.75,3.25,-2.5,1,1.5,0,0,0,0.25,0.5,0,0,0,0,0,0,0,0,0,-1,0,0,-1.5,1,1.5,0,0,0,0.25,-0.5,0,0,-1.5,8,3.25,0,3.5,3,2,3.75,3,3.5,5,10,7,3,7,8,2.5,0,0,0.25,0.5,0,0,-1.5,0,-1,2.5,0,-1.5,0.25,-0.5,"Fair","Low",NA,"Low","Low","Low","Low","Negative","Low","Negative","Fair","Low","Negative","Low","Negative","Low","Low","Negative","West"
"154","Alabama",2020,"2020-01-01T00:00:00Z",38.5,18.75,19.75,0,8,0,4.5,-1.25,3.5,0,2,2,0,0,2,0,4.5,-0.75,3.5,0,4.5,2,4,0,10,0,9,-2,7,0,6.5,4,4,-2,0.25,-2.25,0,1.5,0,0,-0.75,-0.5,0,0,0,0,0,0,0,0,-0.75,-0.5,0,0,0,-1,0,1.5,0,0,-1.5,-1,0,0,0,-1,8,3.25,0,3.5,4,2,3.75,4,3.5,6.5,10,7,4,7,10.5,1.5,-0.75,0,-0.5,0,0,-0.75,-1,-0.5,0,1.5,-1.5,-1,-1,0,"Low","Negative",NA,"Negative","Low","Low","Negative","Negative","Negative","Low","Low","Negative","Negative","Negative","Low","Negative","Low","Negative","South"
"155","Alaska",2020,"2020-01-01T00:00:00Z",38.5,18.75,19.75,0,8,0,4.5,-1.25,3.5,0,2,2,0,0,2,0,4.5,-0.75,3.5,0,4.5,2,4,0,10,0,9,-2,7,0,6.5,4,4,3.75,2.5,1.25,0,1.5,0,1.25,0,0,0,0,-0.25,0,0,0,0,0.75,0,0,0,-1,-0.25,1.75,0,1.5,0,2,0,0,0,-1,-0.5,1.75,8,3.25,0,3.5,4,2,3.75,4,3.5,6.5,10,7,4,7,10.5,1.5,1.25,0,0,-0.25,0,0.75,1.75,0,-1.25,1.5,2,1.75,0,-1.5,"Low","Fair",NA,"Low","Negative","Low","Low","Fair","Low","Negative","Low","Fair","Fair","Low","Negative","Low","Low","Low","West"
"156","Arizona",2020,"2020-01-01T00:00:00Z",38.5,18.75,19.75,0,8,0,4.5,-1.25,3.5,0,2,2,0,0,2,0,4.5,-0.75,3.5,0,4.5,2,4,0,10,0,9,-2,7,0,6.5,4,4,3.75,5,-1.25,0,2,0,1.25,-0.25,0,0,1,1,0,0,0,0,0.75,-0.25,0,0,-1,0,-0.75,0,2,0,2,-0.5,0,0,0,1,-0.75,8,3.25,0,3.5,4,2,3.75,4,3.5,6.5,10,7,4,7,10.5,2,1,0,0,2,0,0.5,-0.75,0,-1,2,1.5,-0.75,0,1,"Fair","Fair",NA,"Low","Medium","Low","Low","Negative","Low","Negative","Low","Low","Negative","Low","Low","Low","Fair","Negative","West"
"157","Arkansas",2020,"2020-01-01T00:00:00Z",38.5,18.75,19.75,0,8,0,4.5,-1.25,3.5,0,2,2,0,0,2,0,4.5,-0.75,3.5,0,4.5,2,4,0,10,0,9,-2,7,0,6.5,4,4,1.5,1.75,-0.25,0,2,0,-0.5,-0.25,1,0,0.5,-1,0,0,0,0,-0.5,-0.25,1,0,-0.5,-1,1,0,2,0,-1,-0.5,2,0,0,-2,1,8,3.25,0,3.5,4,2,3.75,4,3.5,6.5,10,7,4,7,10.5,2,-0.75,0,1,-0.5,0,-0.75,1,1,-1.5,2,-1.5,1,2,-2,"Fair","Negative",NA,"Fair","Negative","Low","Negative","Fair","Fair","Negative","Low","Negative","Fair","Fair","Negative","Low","Low","Negative","South"
"158","California",2020,"2020-01-01T00:00:00Z",38.5,18.75,19.75,0,8,0,4.5,-1.25,3.5,0,2,2,0,0,2,0,4.5,-0.75,3.5,0,4.5,2,4,0,10,0,9,-2,7,0,6.5,4,4,36.5,17.75,18.75,0,7,0,3.5,0,3.5,0,2,1.75,0,0,2,0,3.5,0,3.5,0,4,1.75,4,0,9,0,7,0,7,0,6,3.5,4,8,3.25,0,3.5,4,2,3.75,4,3.5,6.5,10,7,4,7,10.5,7,3.5,0,3.5,3.75,2,3.5,4,3.5,5.75,9,7,4,7,9.5,"High","High",NA,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","West"
"159","Colorado",2020,"2020-01-01T00:00:00Z",38.5,18.75,19.75,0,8,0,4.5,-1.25,3.5,0,2,2,0,0,2,0,4.5,-0.75,3.5,0,4.5,2,4,0,10,0,9,-2,7,0,6.5,4,4,29.25,14.5,14.75,0,4.5,0,4.5,0,3.25,0,1.5,0.75,0,0,0,0,4.5,0,3.25,0,3.5,0.75,2.75,0,4.5,0,9,0,6.5,0,5,1.5,2.75,8,3.25,0,3.5,4,2,3.75,4,3.5,6.5,10,7,4,7,10.5,4.5,4.5,0,3.25,2.25,0,4.5,2.75,3.25,4.25,4.5,9,2.75,6.5,6.5,"Medium","High",NA,"High","Medium","Low","High","Medium","High","Medium","Fair","High","Medium","High","Medium","High","High","Medium","West"
"160","Connecticut",2020,"2020-01-01T00:00:00Z",38.5,18.75,19.75,0,8,0,4.5,-1.25,3.5,0,2,2,0,0,2,0,4.5,-0.75,3.5,0,4.5,2,4,0,10,0,9,-2,7,0,6.5,4,4,30.75,15.5,15.25,0,5,0,4.5,-0.25,3.25,0,1,2,0,0,0,0,4.5,-0.25,3.25,0,3,2,2.75,0,5,0,9,-0.5,6.5,0,4,4,2.75,8,3.25,0,3.5,4,2,3.75,4,3.5,6.5,10,7,4,7,10.5,5,4.25,0,3.25,3,0,4.25,2.75,3.25,5,5,8.5,2.75,6.5,8,"Medium","High",NA,"High","High","Low","High","Medium","High","High","Medium","High","Medium","High","High","High","High","High","Northeast"
"161","Delaware",2020,"2020-01-01T00:00:00Z",38.5,18.75,19.75,0,8,0,4.5,-1.25,3.5,0,2,2,0,0,2,0,4.5,-0.75,3.5,0,4.5,2,4,0,10,0,9,-2,7,0,6.5,4,4,21.5,11.25,10.25,0,3,0,3.5,0,2.25,0,2,0.5,0,0,0,0,3.5,0,2,0,3.5,0.5,0.75,0,3,0,7,0,4.25,0,5.5,1,0.75,8,3.25,0,3.5,4,2,3.75,4,3.5,6.5,10,7,4,7,10.5,3,3.5,0,2.25,2.5,0,3.5,0.75,2,4,3,7,0.75,4.25,6.5,"Fair","High",NA,"Medium","Medium","Low","High","Low","Medium","Medium","Fair","High","Low","Medium","Medium","Medium","Medium","Medium","South"
"162","DC",2020,"2020-01-01T00:00:00Z",38.5,18.75,19.75,0,8,0,4.5,-1.25,3.5,0,2,2,0,0,2,0,4.5,-0.75,3.5,0,4.5,2,4,0,10,0,9,-2,7,0,6.5,4,4,35.5,17.25,18.25,0,7.5,0,3.5,0,3.25,0,2,1,0,0,2,0,3.5,0,3.25,0,4.5,1,4,0,9.5,0,7,0,6.5,0,6.5,2,4,8,3.25,0,3.5,4,2,3.75,4,3.5,6.5,10,7,4,7,10.5,7.5,3.5,0,3.25,3,2,3.5,4,3.25,5.5,9.5,7,4,6.5,8.5,"High","High",NA,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","South"
"163","Florida",2020,"2020-01-01T00:00:00Z",38.5,18.75,19.75,0,8,0,4.5,-1.25,3.5,0,2,2,0,0,2,0,4.5,-0.75,3.5,0,4.5,2,4,0,10,0,9,-2,7,0,6.5,4,4,7,4.25,2.75,0,1.5,0,1.5,-0.25,0.5,0,1,0,0,0,0,0,1.5,-0.25,0.25,0,0,-1,2.25,0,1.5,0,3,-0.5,0.75,0,1,-1,2.25,8,3.25,0,3.5,4,2,3.75,4,3.5,6.5,10,7,4,7,10.5,1.5,1.25,0,0.5,1,0,1.25,2.25,0.25,-1,1.5,2.5,2.25,0.75,0,"Low","Fair",NA,"Low","Fair","Low","Fair","Medium","Low","Negative","Low","Fair","Medium","Low","Low","Low","Low","Low","South"
"164","Georgia",2020,"2020-01-01T00:00:00Z",38.5,18.75,19.75,0,8,0,4.5,-1.25,3.5,0,2,2,0,0,2,0,4.5,-0.75,3.5,0,4.5,2,4,0,10,0,9,-2,7,0,6.5,4,4,-1.5,2.5,-4,0,1.5,0,0,0,0.5,0,1,-0.5,0,0,0,0,0,0,0,0,-0.5,-0.5,-3,0,1.5,0,0,0,0.5,0,0.5,-1,-3,8,3.25,0,3.5,4,2,3.75,4,3.5,6.5,10,7,4,7,10.5,1.5,0,0,0.5,0.5,0,0,-3,0,-1,1.5,0,-3,0.5,-0.5,"Low","Low",NA,"Low","Low","Low","Low","Negative","Low","Negative","Low","Low","Negative","Low","Negative","Negative","Low","Negative","South"
"165","Hawaii",2020,"2020-01-01T00:00:00Z",38.5,18.75,19.75,0,8,0,4.5,-1.25,3.5,0,2,2,0,0,2,0,4.5,-0.75,3.5,0,4.5,2,4,0,10,0,9,-2,7,0,6.5,4,4,27.25,12.75,14.5,0,2.5,0,3.5,0,2.75,0,2,2,0,0,0,0,3.5,0,2.75,0,4.5,2,1.75,0,2.5,0,7,0,5.5,0,6.5,4,1.75,8,3.25,0,3.5,4,2,3.75,4,3.5,6.5,10,7,4,7,10.5,2.5,3.5,0,2.75,4,0,3.5,1.75,2.75,6.5,2.5,7,1.75,5.5,10.5,"Fair","High",NA,"High","High","Low","High","Fair","High","High","Fair","High","Fair","High","High","Medium","Medium","Medium","West"
"166","Idaho",2020,"2020-01-01T00:00:00Z",38.5,18.75,19.75,0,8,0,4.5,-1.25,3.5,0,2,2,0,0,2,0,4.5,-0.75,3.5,0,4.5,2,4,0,10,0,9,-2,7,0,6.5,4,4,2.75,2.75,0,0,2.5,0,0.75,-0.25,0.25,0,0,-0.5,0,0,0,0,0.75,-0.25,0.25,0,-0.5,-0.5,0.25,0,2.5,0,1.5,-0.5,0.5,0,-0.5,-1,0.25,8,3.25,0,3.5,4,2,3.75,4,3.5,6.5,10,7,4,7,10.5,2.5,0.5,0,0.25,-0.5,0,0.5,0.25,0.25,-1,2.5,1,0.25,0.5,-1.5,"Fair","Low",NA,"Low","Negative","Low","Low","Low","Low","Negative","Fair","Low","Low","Low","Negative","Low","Low","Low","West"
"167","Illinois",2020,"2020-01-01T00:00:00Z",38.5,18.75,19.75,0,8,0,4.5,-1.25,3.5,0,2,2,0,0,2,0,4.5,-0.75,3.5,0,4.5,2,4,0,10,0,9,-2,7,0,6.5,4,4,28.5,14,14.5,0,3,0,4.5,-0.5,3.5,0,2,1.5,0,0,0,0,4.5,-0.5,3.5,0,3.5,1.5,2,0,3,0,9,-1,7,0,5.5,3,2,8,3.25,0,3.5,4,2,3.75,4,3.5,6.5,10,7,4,7,10.5,3,4,0,3.5,3.5,0,4,2,3.5,5,3,8,2,7,8.5,"Fair","High",NA,"High","High","Low","High","Medium","High","High","Fair","High","Medium","High","High","Medium","Medium","Medium","Midwest"
"168","Indiana",2020,"2020-01-01T00:00:00Z",38.5,18.75,19.75,0,8,0,4.5,-1.25,3.5,0,2,2,0,0,2,0,4.5,-0.75,3.5,0,4.5,2,4,0,10,0,9,-2,7,0,6.5,4,4,7.5,5.25,2.25,0,3,0,1.25,-0.25,0.25,0,1,0,0,0,0,0,1.25,-0.25,0.25,0,1,-1,1,0,3,0,2.5,-0.5,0.5,0,2,-1,1,8,3.25,0,3.5,4,2,3.75,4,3.5,6.5,10,7,4,7,10.5,3,1,0,0.25,1,0,1,1,0.25,0,3,2,1,0.5,1,"Fair","Fair",NA,"Low","Fair","Low","Fair","Fair","Low","Low","Fair","Fair","Fair","Low","Low","Low","Fair","Low","Midwest"
"169","Iowa",2020,"2020-01-01T00:00:00Z",38.5,18.75,19.75,0,8,0,4.5,-1.25,3.5,0,2,2,0,0,2,0,4.5,-0.75,3.5,0,4.5,2,4,0,10,0,9,-2,7,0,6.5,4,4,14.5,9.75,4.75,0,1.5,0,4.5,0,2.25,0,1,0.5,0,0,0,0,4.5,0,2.25,0,0.5,-0.5,-2,0,1.5,0,9,0,4.5,0,1.5,0,-2,8,3.25,0,3.5,4,2,3.75,4,3.5,6.5,10,7,4,7,10.5,1.5,4.5,0,2.25,1.5,0,4.5,-2,2.25,0,1.5,9,-2,4.5,1.5,"Low","High",NA,"Medium","Fair","Low","High","Negative","Medium","Low","Low","High","Negative","Medium","Low","Fair","Medium","Low","Midwest"
"170","Kansas",2020,"2020-01-01T00:00:00Z",38.5,18.75,19.75,0,8,0,4.5,-1.25,3.5,0,2,2,0,0,2,0,4.5,-0.75,3.5,0,4.5,2,4,0,10,0,9,-2,7,0,6.5,4,4,6,4,2,0,2.5,0,1.25,-0.75,0,0,0,1,0,0,0,0,1.25,-0.5,0,0,0,0,1.25,0,2.5,0,2.5,-1.25,0,0,0,1,1.25,8,3.25,0,3.5,4,2,3.75,4,3.5,6.5,10,7,4,7,10.5,2.5,0.5,0,0,1,0,0.75,1.25,0,0,2.5,1.25,1.25,0,1,"Fair","Low",NA,"Low","Fair","Low","Low","Fair","Low","Low","Fair","Low","Fair","Low","Low","Low","Low","Low","Midwest"
"171","Kentucky",2020,"2020-01-01T00:00:00Z",38.5,18.75,19.75,0,8,0,4.5,-1.25,3.5,0,2,2,0,0,2,0,4.5,-0.75,3.5,0,4.5,2,4,0,10,0,9,-2,7,0,6.5,4,4,5.5,5,0.5,0,2.5,0,1.25,-0.25,0,0,1,0.5,0,0,0,0,1.25,-0.25,0,0,1,-0.5,-1,0,2.5,0,2.5,-0.5,0,0,2,0,-1,8,3.25,0,3.5,4,2,3.75,4,3.5,6.5,10,7,4,7,10.5,2.5,1,0,0,1.5,0,1,-1,0,0.5,2.5,2,-1,0,2,"Fair","Fair",NA,"Low","Fair","Low","Fair","Negative","Low","Low","Fair","Fair","Negative","Low","Low","Low","Fair","Low","South"
"172","Louisiana",2020,"2020-01-01T00:00:00Z",38.5,18.75,19.75,0,8,0,4.5,-1.25,3.5,0,2,2,0,0,2,0,4.5,-0.75,3.5,0,4.5,2,4,0,10,0,9,-2,7,0,6.5,4,4,-1.25,1.5,-2.75,0,1.5,0,0,-0.25,-0.25,0,0.5,0,0,0,0,0,0,-0.25,-0.5,0,0,-1,-1,0,1.5,0,0,-0.5,-0.75,0,0.5,-1,-1,8,3.25,0,3.5,4,2,3.75,4,3.5,6.5,10,7,4,7,10.5,1.5,-0.25,0,-0.25,0.5,0,-0.25,-1,-0.5,-1,1.5,-0.5,-1,-0.75,-0.5,"Low","Negative",NA,"Negative","Low","Low","Negative","Negative","Negative","Negative","Low","Negative","Negative","Negative","Negative","Negative","Low","Negative","South"
"173","Maine",2020,"2020-01-01T00:00:00Z",38.5,18.75,19.75,0,8,0,4.5,-1.25,3.5,0,2,2,0,0,2,0,4.5,-0.75,3.5,0,4.5,2,4,0,10,0,9,-2,7,0,6.5,4,4,27,15.75,11.25,0,5.5,0,4.5,0,3.25,0,0.5,2,0,0,0,0,4.5,0,3.25,0,1.5,1,1,0,5.5,0,9,0,6.5,0,2,3,1,8,3.25,0,3.5,4,2,3.75,4,3.5,6.5,10,7,4,7,10.5,5.5,4.5,0,3.25,2.5,0,4.5,1,3.25,2.5,5.5,9,1,6.5,5,"Medium","High",NA,"High","Medium","Low","High","Fair","High","Fair","Medium","High","Fair","High","Fair","Medium","High","Medium","Northeast"
"174","Maryland",2020,"2020-01-01T00:00:00Z",38.5,18.75,19.75,0,8,0,4.5,-1.25,3.5,0,2,2,0,0,2,0,4.5,-0.75,3.5,0,4.5,2,4,0,10,0,9,-2,7,0,6.5,4,4,24.75,12.25,12.5,0,5,0,3.5,0,2.25,0,1,0.5,0,0,0,0,3.5,0,2,0,3.5,0.5,3,0,5,0,7,0,4.25,0,4.5,1,3,8,3.25,0,3.5,4,2,3.75,4,3.5,6.5,10,7,4,7,10.5,5,3.5,0,2.25,1.5,0,3.5,3,2,4,5,7,3,4.25,5.5,"Medium","High",NA,"Medium","Fair","Low","High","High","Medium","Medium","Medium","High","High","Medium","Medium","Medium","Medium","Medium","South"
"175","Massachusetts",2020,"2020-01-01T00:00:00Z",38.5,18.75,19.75,0,8,0,4.5,-1.25,3.5,0,2,2,0,0,2,0,4.5,-0.75,3.5,0,4.5,2,4,0,10,0,9,-2,7,0,6.5,4,4,32,17,15,0,7.5,0,4.5,0,3.25,0,1,0.75,0,0,0,0,4.5,0,3.25,0,3.5,0.75,3,0,7.5,0,9,0,6.5,0,4.5,1.5,3,8,3.25,0,3.5,4,2,3.75,4,3.5,6.5,10,7,4,7,10.5,7.5,4.5,0,3.25,1.75,0,4.5,3,3.25,4.25,7.5,9,3,6.5,6,"High","High",NA,"High","Fair","Low","High","High","High","Medium","High","High","High","High","Medium","High","High","High","Northeast"
"176","Michigan",2020,"2020-01-01T00:00:00Z",38.5,18.75,19.75,0,8,0,4.5,-1.25,3.5,0,2,2,0,0,2,0,4.5,-0.75,3.5,0,4.5,2,4,0,10,0,9,-2,7,0,6.5,4,4,14.5,7,7.5,0,3.5,0,2.75,-0.25,1,0,0.5,-0.5,0,0,2,0,2.75,-0.25,1,0,2.5,-0.5,0,0,5.5,0,5.5,-0.5,2,0,3,-1,0,8,3.25,0,3.5,4,2,3.75,4,3.5,6.5,10,7,4,7,10.5,3.5,2.5,0,1,0,2,2.5,0,1,2,5.5,5,0,2,2,"Fair","High",NA,"Fair","Low","High","Medium","Low","Fair","Fair","Medium","Medium","Low","Fair","Low","Fair","Fair","Fair","Midwest"
"177","Minnesota",2020,"2020-01-01T00:00:00Z",38.5,18.75,19.75,0,8,0,4.5,-1.25,3.5,0,2,2,0,0,2,0,4.5,-0.75,3.5,0,4.5,2,4,0,10,0,9,-2,7,0,6.5,4,4,28.25,12.5,15.75,0,3,0,4.5,0,2.5,0,1.5,1,0,0,0,0,4.5,0,2.25,0,4,1,4,0,3,0,9,0,4.75,0,5.5,2,4,8,3.25,0,3.5,4,2,3.75,4,3.5,6.5,10,7,4,7,10.5,3,4.5,0,2.5,2.5,0,4.5,4,2.25,5,3,9,4,4.75,7.5,"Fair","High",NA,"Medium","Medium","Low","High","High","Medium","High","Fair","High","High","Medium","Medium","Medium","Medium","High","Midwest"
"178","Mississippi",2020,"2020-01-01T00:00:00Z",38.5,18.75,19.75,0,8,0,4.5,-1.25,3.5,0,2,2,0,0,2,0,4.5,-0.75,3.5,0,4.5,2,4,0,10,0,9,-2,7,0,6.5,4,4,1,1,0,0,2,0,0,-1.25,-0.25,0,1,-0.5,0,0,0,0,0,-0.75,-0.25,0,0,-0.5,1.5,0,2,0,0,-2,-0.5,0,1,-1,1.5,8,3.25,0,3.5,4,2,3.75,4,3.5,6.5,10,7,4,7,10.5,2,-1.25,0,-0.25,0.5,0,-0.75,1.5,-0.25,-0.5,2,-2,1.5,-0.5,0,"Fair","Negative",NA,"Negative","Low","Low","Negative","Fair","Negative","Negative","Low","Negative","Fair","Negative","Low","Low","Low","Low","South"
"179","Missouri",2020,"2020-01-01T00:00:00Z",38.5,18.75,19.75,0,8,0,4.5,-1.25,3.5,0,2,2,0,0,2,0,4.5,-0.75,3.5,0,4.5,2,4,0,10,0,9,-2,7,0,6.5,4,4,1.5,3,-1.5,0,1.5,0,1,-0.25,-0.25,0,0.5,0.5,0,0,0,0,0.5,-0.25,-0.5,0,-0.5,0.5,-1.25,0,1.5,0,1.5,-0.5,-0.75,0,0,1,-1.25,8,3.25,0,3.5,4,2,3.75,4,3.5,6.5,10,7,4,7,10.5,1.5,0.75,0,-0.25,1,0,0.25,-1.25,-0.5,0,1.5,1,-1.25,-0.75,1,"Low","Low",NA,"Negative","Fair","Low","Low","Negative","Negative","Low","Low","Low","Negative","Negative","Low","Low","Low","Negative","Midwest"
